-22.70855796,-50.40668034
-22.70873717,-50.40632090
-22.70896245,-50.40597196
-22.70923065,-50.40566372
-22.70957932,-50.40529732
-22.71000846,-50.40498906
-22.71526419,-50.40097194
-22.71582742,-50.40058222
-22.71655695,-50.40014595
-22.71720135,-50.39984479
-22.71802208,-50.39954226
-22.71904813,-50.39926878
-22.71999763,-50.39910580
-22.72090132,-50.39898936
-22.72141094,-50.39896021
-22.72190985,-50.39898922
-22.72240340,-50.39908802
-22.72459991,-50.39959126
-22.72506127,-50.39969588
-22.72545825,-50.39976562
-22.72586017,-50.39976685
-22.72623995,-50.39971317
-22.72666909,-50.39956771
-22.72714224,-50.39933047
-22.72758129,-50.39902641
-22.72791922,-50.39875300
-22.72819277,-50.39845634
-22.72842877,-50.39815386
-22.72860040,-50.39785721
-22.72873984,-50.39753730
-22.72885781,-50.39720576
-22.72896540,-50.39675453
-22.72901900,-50.39644044
-22.72907258,-50.39595188
-22.72908323,-50.39542260
-22.72909290,-50.39461222
-22.72914647,-50.39413528
-22.72926976,-50.39351293
-22.72943061,-50.39298362
-22.72961830,-50.39251247
-22.72982744,-50.39208203
-22.73010096,-50.39161667
-22.73047612,-50.39112159
-22.73087302,-50.39071437
-22.73122703,-50.39044093
-22.73168835,-50.39021400
-22.73222462,-50.39002200
-22.73262695,-50.38994630
-22.73308293,-50.38992294
-22.73356002,-50.38995192
-22.73749770,-50.39047824
-22.73812536,-50.39057118
-22.73854917,-50.39059436
-22.73902627,-50.39056518
-22.73946615,-50.39050111
-22.74004549,-50.39036139
-22.74049316,-50.39019661
-22.74087937,-50.38998713
-22.74165976,-50.38945949
-22.74207933,-50.38911920
-22.74234263,-50.38883677
-22.74234263,-50.38883962
-22.74263654,-50.38848947
-22.74280973,-50.38826743
-22.74296717,-50.38802548
-22.74253503,-50.38861211
-22.74267977,-50.38840567
-22.74293458,-50.38800831
-22.74296688,-50.38802704
-22.74308806,-50.38782033
-22.74348095,-50.38715512
-22.74604602,-50.38293441
-22.74687345,-50.38161682
-22.74293442,-50.38800826
-22.74512678,-50.38437625
-22.74684520,-50.38160789
-22.74684389,-50.38160767
-22.74717690,-50.38106870
-22.74740948,-50.38068749
-22.74687271,-50.38162046
-22.74700992,-50.38139872
-22.74713828,-50.38116703
-22.74725596,-50.38094128
-22.74741447,-50.38068664
-22.74851906,-50.37888420
-22.75086155,-50.37491346
-22.75501183,-50.36822214
-22.75931958,-50.36108298
-22.75963580,-50.36062270
-22.75997157,-50.36024813
-22.76040832,-50.35983421
-22.76706968,-50.35365769
-22.76772901,-50.35305102
-22.76819706,-50.35250077
-22.76867391,-50.35178081
-22.76936318,-50.35059712
-22.76997381,-50.34957996
-22.77051688,-50.34885382
-22.77104032,-50.34838524
-22.77159358,-50.34806827
-22.77216189,-50.34788501
-22.77276543,-50.34780943
-22.77342947,-50.34782879
-22.77405009,-50.34796877
-22.77504124,-50.34834924
-22.77622652,-50.34880644
-22.77668891,-50.34897082
-22.77704615,-50.34904367
-22.77744377,-50.34906451
-22.77791115,-50.34901129
-22.77837650,-50.34887622
-22.77880500,-50.34872529
-22.77926452,-50.34846048
-22.77975829,-50.34805463
-22.78020248,-50.34754032
-22.78100266,-50.34657782
-22.78164504,-50.34581338
-22.78205049,-50.34525922
-22.78235094,-50.34467142
-22.78266183,-50.34390444
-22.78287966,-50.34305380
-22.78299408,-50.34242061
-22.78302997,-50.34164552
-22.78301860,-50.33925786
-22.78304955,-50.33851890
-22.78315488,-50.33793966
-22.78332644,-50.33735423
-22.78355329,-50.33679259
-22.78387943,-50.33619274
-22.78426084,-50.33561667
-22.78535403,-50.33408623
-22.78673368,-50.33215402
-22.78706375,-50.33165994
-22.78737715,-50.33112397
-22.78758950,-50.33066017
-22.78784338,-50.32987881
-22.78969255,-50.32432866
-22.78999568,-50.32353628
-22.79027761,-50.32294049
-22.79058922,-50.32243844
-22.79102587,-50.32188609
-22.79142435,-50.32152552
-22.79184872,-50.32121078
-22.79252681,-50.32078546
-22.79467158,-50.31962328
-22.79513295,-50.31938229
-22.79556828,-50.31903757
-22.79601618,-50.31857101
-22.79628377,-50.31813095
-22.79667930,-50.31734109
-22.79708579,-50.31652124
-22.79743411,-50.31597709
-22.79796099,-50.31544036
-22.79839693,-50.31516444
-22.79911201,-50.31481284
-22.80161572,-50.31381620
-22.80231442,-50.31353851
-22.80278278,-50.31316170
-22.80329486,-50.31260704
-22.80366142,-50.31201290
-22.80393030,-50.31136514
-22.80412516,-50.31056984
-22.80425856,-50.30987848
-22.80448896,-50.30930672
-22.80480990,-50.30886645
-22.80532608,-50.30847548
-22.80589244,-50.30826805
-22.80645752,-50.30826828
-22.80719011,-50.30845101
-22.81363295,-50.31056918
-22.81407575,-50.31070190
-22.81456041,-50.31092204
-22.81492544,-50.31114854
-22.81550854,-50.31167712
-22.81760461,-50.31364352
-22.81795499,-50.31393288
-22.81841946,-50.31417906
-22.81898307,-50.31432909
-22.81946537,-50.31435157
-22.82000629,-50.31427203
-22.82056900,-50.31407460
-22.82110251,-50.31373879
-22.82156882,-50.31328006
-22.82183830,-50.31286387
-22.82207237,-50.31228204
-22.82220143,-50.31166658
-22.82222755,-50.31109937
-22.82208037,-50.31042287
-22.82173939,-50.30954726
-22.82097495,-50.30793409
-22.82047890,-50.30695205
-22.82018937,-50.30605235
-22.82006187,-50.30517611
-22.82005146,-50.30403789
-22.82003998,-50.30150356
-22.81995297,-50.30063319
-22.81981701,-50.30004254
-22.81962783,-50.29950996
-22.81916700,-50.29858285
-22.81601259,-50.29211857
-22.81398596,-50.28795296
-22.81348615,-50.28692824
-22.81317442,-50.28603070
-22.81302123,-50.28522449
-22.81299322,-50.28442584
-22.81306884,-50.28351539
-22.81349817,-50.28041490
-22.81362509,-50.27923512
-22.81362993,-50.27834653
-22.81344019,-50.27764028
-22.81315895,-50.27712604
-22.81279321,-50.27666799
-22.81236520,-50.27632197
-22.81180911,-50.27602459
-22.81031797,-50.27529079
-22.80726201,-50.27386188
-22.80641238,-50.27347339
-22.80588652,-50.27331666
-22.80529174,-50.27322283
-22.80467886,-50.27323688
-22.80399185,-50.27326532
-22.80336577,-50.27316959
-22.80282196,-50.27287793
-22.80223158,-50.27239275
-22.80192476,-50.27194854
-22.80165812,-50.27139438
-22.80153284,-50.27071594
-22.80156403,-50.27004696
-22.80170422,-50.26951737
-22.80184857,-50.26915149
-22.80205916,-50.26877938
-22.80235442,-50.26840899
-22.80265715,-50.26807650
-22.80397059,-50.26653958
-22.80426551,-50.26605338
-22.80450879,-50.26553341
-22.80466723,-50.26495382
-22.80474847,-50.26441043
-22.80476487,-50.26372350
-22.80467833,-50.26308484
-22.80441035,-50.26224387
-22.80404754,-50.26154429
-22.80362995,-50.26099464
-22.80313723,-50.26056307
-22.80227420,-50.26004228
-22.79570527,-50.25679063
-22.79254640,-50.25517766
-22.79184142,-50.25471551
-22.79133793,-50.25424765
-22.79080090,-50.25353415
-22.79017745,-50.25262155
-22.78945639,-50.25160480
-22.78903737,-50.25115954
-22.78865656,-50.25084044
-22.78814065,-50.25049985
-22.78774631,-50.25027552
-22.78731422,-50.25008526
-22.78678773,-50.24993672
-22.78620732,-50.24978329
-22.78409229,-50.24924649
-22.78342328,-50.24901528
-22.78283848,-50.24869831
-22.78231165,-50.24829367
-22.78161385,-50.24764671
-22.77956117,-50.24587347
-22.77525175,-50.24206026
-22.77425449,-50.24118413
-22.77382566,-50.24060592
-22.77355057,-50.24000933
-22.77339480,-50.23937021
-22.77339573,-50.23870460
-22.77351471,-50.23807095
-22.77376376,-50.23748378
-22.77413060,-50.23698633
-22.77466965,-50.23650500
-22.77641686,-50.23510744
-22.78449859,-50.22862749
-22.78512704,-50.22809069
-22.78547664,-50.22767801
-22.78577984,-50.22722662
-22.78597483,-50.22685580
-22.78610744,-50.22652014
-22.78664743,-50.22490349
-22.78665012,-50.22490560
-22.78700209,-50.22389531
-22.78673956,-50.22464364
-22.78683589,-50.22441485
-22.78691339,-50.22422005
-22.78702283,-50.22391534
-22.78700207,-50.22389779
-22.78735817,-50.22281584
-22.78890420,-50.21836741
-22.78920860,-50.21747257
-22.78702427,-50.22391568
-22.78722215,-50.22333716
-22.78737520,-50.22288272
-22.78773384,-50.22185343
-22.78811541,-50.22079082
-22.78847461,-50.21974563
-22.78896577,-50.21831724
-22.78924440,-50.21750195
